  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  1.4240e-12           40.90850724      2797888.11060138       12199.73831461         -626.74077176        11572.99754285 
  1.4260e-12           40.90678986            0.00000000       12199.22615631         -625.71474143        11573.51141488 
  1.4280e-12           40.90487482      2769758.87564223       12198.65505464         -624.57078897        11574.08426567 
  1.4300e-12           40.90281249            0.00000000       12198.04002709         -623.33901168        11574.70101541 
  1.4320e-12           40.90065243            0.00000000       12197.39585296         -622.04904671        11575.34680625 
  1.4340e-12           40.89844292            0.00000000       12196.73693301         -620.72978753        11576.00714549 
  1.4360e-12           40.89622807      5526571.35615811       12196.07641937         -619.40763808        11576.66878129 
  1.4380e-12           40.89404703      2627005.08756559       12195.42599096         -618.10605554        11577.31993541 
  1.4400e-12           40.89194328            0.00000000       12194.79860862         -616.85105063        11577.94755799 
  1.4420e-12           40.88991645            0.00000000       12194.19416736         -615.64248069        11578.55168667 
  1.4440e-12           40.88797012      3442601.34027267       12193.61373204         -614.48251150        11579.13122055 
  1.4460e-12           40.88577928            0.00000000       12192.96038189         -613.17721263        11579.78316926 
  1.4480e-12           40.88363145            0.00000000       12192.31985375         -611.89809264        11580.42176112 
  1.4500e-12           40.88149196            0.00000000       12191.68181701         -610.62439885        11581.05741815 
  1.4520e-12           40.87931592            0.00000000       12191.03287579         -609.32920784        11581.70366795 
  1.4540e-12           40.87705139            0.00000000       12190.35754909         -607.98139439        11582.37615471 
  1.4560e-12           40.87464354            0.00000000       12189.63948009         -606.54806277        11583.09141732 
  1.4580e-12           40.87203909      4065239.83683490       12188.86278079         -604.99725152        11583.86552926 
  1.4600e-12           40.86919109      2575176.53478660       12188.01344889         -603.30078386        11584.71266503 
  1.4620e-12           40.86606721            0.00000000       12187.08184481         -601.43923837        11585.64260644 
  1.4640e-12           40.86264004            0.00000000       12186.05979416         -599.39616868        11586.66362548 
  1.4660e-12           40.85890298            0.00000000       12184.94532966         -597.16759852        11587.77773115 
  1.4680e-12           40.85486669            0.00000000       12183.74162679         -594.75989873        11588.98172806 
  1.4700e-12           40.85055853            0.00000000       12182.45684519         -592.18946930        11590.26737589 
  1.4720e-12           40.84602053            0.00000000       12181.10352417         -589.48152186        11591.62200231 
  1.4740e-12           40.84130613            0.00000000       12179.69759492         -586.66808831        11593.02950661 
  1.4760e-12           40.83647591      2696216.67747945       12178.25712546         -583.78548887        11594.47163660 
  1.4780e-12           40.83159334      5406649.10428667       12176.80104524         -580.87175604        11595.92928920 
  1.4800e-12           40.82671990      2699231.27139140       12175.34768731         -577.96369388        11597.38399343 
  1.4820e-12           40.82191167            0.00000000       12173.91377797         -575.09483628        11598.81894170 
  1.4840e-12           40.81721741            0.00000000       12172.51385413         -572.29426829        11600.21958584 
  1.4860e-12           40.81267826      2693897.82035689       12171.16018772         -569.58647199        11601.57371572 
  1.4880e-12           40.80832894      5339248.30345218       12169.86313377         -566.99203131        11602.87110245 
  1.4900e-12           40.80420132            0.00000000       12168.63219549         -564.52978245        11604.10241304 
  1.4920e-12           40.80032571            0.00000000       12167.47641019         -562.21761577        11605.25879442 
  1.4940e-12           40.79673761            0.00000000       12166.40636759         -560.07654873        11606.32981886 
  1.4960e-12           40.79348041            0.00000000       12165.43500387         -558.13235040        11607.30265347 
  1.4980e-12           40.79060746      2643855.17474977       12164.57823340         -556.41683456        11608.16139885 
  1.5000e-12           40.78818385      2657923.62245530       12163.85546339         -554.96890397        11608.88655942 
  1.5020e-12           40.78627905            0.00000000       12163.28741426         -553.83018598        11609.45722829 
  1.5040e-12           40.78496634            0.00000000       12162.89593746         -553.04464147        11609.85129600 
  1.5060e-12           40.78431566            0.00000000       12162.70189132         -552.65427372        11610.04761760 
  1.5080e-12           40.78438626            0.00000000       12162.72294604         -552.69468943        11610.02825662 
  1.5100e-12           40.78522024            0.00000000       12162.97165576         -553.19120057        11609.78045519 
  1.5120e-12           40.78683765            0.00000000       12163.45399871         -554.15587976        11609.29811895 
  1.5140e-12           40.78923375            0.00000000       12164.16856645         -555.58593467        11608.58263178 
  1.5160e-12           40.79237864            0.00000000       12165.10643401         -557.46346222        11607.64297179 
  1.5180e-12           40.79621870            0.00000000       12166.25161764         -559.75638646        11606.49523118 
